id,date,ticker,tweet,word_count_raw,clean_text,word_count_clean
100065,08/01/2020,TSLA,"$TSLA Oh yeah, was that yesterday? 30 point run. 🚀 Give me $489!",13,tsla oh yeah was that yesterday point run give me,10
100066,08/01/2020,TSLA,"$TSLA I just took profits and resized my position a few days ago, soon I’ll be doing it again. 🚀",20,tsla i just took profits and resized my position a few days ago soon ill be doing it again,19
100067,08/01/2020,AAPL,$AAPL with all time highs again the market seems to enjoy war very much🤔,14,aapl with all time highs again the market seems to enjoy war very much,14
100068,08/01/2020,TSLA,$TSLA Bwahahaha there isn’t a thing capable of stopping this train 🥳,12,tsla bwahahaha there isnt a thing capable of stopping this train,11
100069,08/01/2020,TSLA,$TSLA who’s making tendies 👀 missed this run,8,tsla whos making tendies missed this run,7
100070,08/01/2020,AAPL,$AAPL short term 🐻 people need to pull some off the table with all uncertainty floating around. This is just dicey,21,aapl short term people need to pull some off the table with all uncertainty floating around this is just dicey,20
100071,08/01/2020,TSLA,$TSLA people seem to have forgotten about the energy business👀,10,tsla people seem to have forgotten about the energy business,10
100072,08/01/2020,TSLA,"$TSLA i thought $500 by end of week, not middle of week 🤣🤣",13,tsla i thought by end of week not middle of week,11
100073,08/01/2020,AAPL,$AAPL What makes bulls believe that Terrorist will stop 🛑 launching rockets 🧨,13,aapl what makes bulls believe that terrorist will stop launching rockets,11
100074,08/01/2020,TSLA,$TSLA grabbed a $500 call and flipped it for over 100%. Paid for my loser put and then some. Rolled over to a $515. Let’s keep the party going. 🚀🌙,30,tsla grabbed a call and flipped it for over paid for my loser put and then some rolled over to a lets keep the party going,26
100075,08/01/2020,TSLA,$TSLA remember this? Now it seems like a distant memory... 2 weeks ago 😁,14,tsla remember this now it seems like a distant memory weeks ago,12
100076,08/01/2020,TSLA,$TSLA bunch of cocaine and two chicks at the same time 📈💸,12,tsla bunch of cocaine and two chicks at the same time,11
100077,08/01/2020,AAPL,$AAPL hahaha many bears buying put/sell. Strong strong but we wanna see 305 before close hahaha🤣💯👆💹💵,16,aapl hahaha many bears buying putsell strong strong but we wanna see before close hahaha,15
100078,08/01/2020,TSM,$TSM ...we will definitely close at $59 today.😎,8,tsm we will definitely close at today,7
100079,08/01/2020,BABA,"$BABA yeez guys, dont sell off now ... this dragon has just started to fly 💸💸💸💸💸",16,baba yeez guys dont sell off now this dragon has just started to fly,14
100080,08/01/2020,DIS,$DIS Since July 2019 DIS has gone up 0% I’m guessing it will continue going sideways 😢,17,dis since july dis has gone up im guessing it will continue going sideways,14
100081,08/01/2020,TSLA,$TSLA this is WILD. And I’m loving every bit of it 🤑,12,tsla this is wild and im loving every bit of it,11
100082,08/01/2020,TSLA,$TSLA For years Kind of going nowhere.. Now the most loved company in the world 💵 💵,17,tsla for years kind of going nowhere now the most loved company in the world,15
100083,09/01/2020,TSLA,Tesla shorts waiting on the market to open this morning ...  $TSLA 😍,14,tesla shorts waiting on the market to open this morning tsla,11
100084,09/01/2020,TSLA,$TSLA so happy I don't have to get Elon tatted on me 😂 Tomorrow hit 500+ sweet cheeks 😘,19,tsla so happy i dont have to get elon tatted on me tomorrow hit sweet cheeks,16
100085,09/01/2020,TSLA,$TSLA ahh it’s gonna be another good day tomorrow if the futures keep ripping😎🎯,14,tsla ahh its gonna be another good day tomorrow if the futures keep ripping,14
100086,09/01/2020,TSLA,$TSLA Did Elon do another dance today?..cause I love it when he dances..such a good dancer!😆😉,16,tsla did elon do another dance todaycause i love it when he dancessuch a good dancer,16
100087,09/01/2020,TSLA,$TSLA how I wish I didn't sell at $470! 😳😅,10,tsla how i wish i didnt sell at,8
100088,09/01/2020,AAPL,"$AAPL again, shorts gonna buy put and sells, scared traders gonna take profit and selling shares/calls 😂 if thats gonna happen, BUY THE DIPS! HOLD AND GO LONG! BUY NEW CAR OR WHAT EVER! 👆💯💵🤲💹 End with 310-315 this week end next week",43,aapl again shorts gonna buy put and sells scared traders gonna take profit and selling sharescalls if thats gonna happen buy the dips hold and go long buy new car or what ever end with this week end next week,40
100089,09/01/2020,TSLA,$TSLA Little dip to lure them in & then BOOM 💥 $505,12,tsla little dip to lure them in then boom,9
100090,09/01/2020,TSLA,$TSLA Puts the art in fart🚀🚀🚀,6,tsla puts the art in fart,6
100091,09/01/2020,AAPL,$AAPL time to take a breather 😎,7,aapl time to take a breather,6
100092,09/01/2020,TSLA,$TSLA Waiting for that hot & moist reversal 😋,9,tsla waiting for that hot moist reversal,7
100093,09/01/2020,TSLA,$TSLA 500+ eod no worries 😉,6,tsla eod no worries,4
100094,09/01/2020,V,$V people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards ....Now you can tell where VISA is heading too ...easy 220 🙏🙏🙏🙏🚀🚀🚀🚀🚀🚀❤❤❤❤,37,v people shopped non stop during the holiday season and now gas stations in us requires all pumps to upgrade to pay by credit cards now you can tell where visa is heading too easy,35
100095,09/01/2020,SBUX,$SBUX following through nicely as shown in yesterday’s tweets. 👍💪🙏🤑,10,sbux following through nicely as shown in yesterdays tweets,9
100096,09/01/2020,AMZN,$AMZN Now it’s moving with the market 😂,8,amzn now its moving with the market,7
100097,09/01/2020,TSLA,$TSLA who else bought the dip 💰🤑,7,tsla who else bought the dip,6
100098,09/01/2020,DIS,$DIS down 0.27% pretty much the expected daily return 🤷🏼‍♂️,10,dis down pretty much the expected daily return,8
100099,09/01/2020,AAPL,$AAPL nice to look at my account today and see my shares up over 100% and climbing. 👏🏻👏🏻,18,aapl nice to look at my account today and see my shares up over and climbing,16
100100,09/01/2020,SBUX,"$SBUX I drink enough coffee, I’m investing 💪🏼",8,sbux i drink enough coffee im investing,7
100101,09/01/2020,TSLA,"$TSLA looking like no 470 today, feel good about getting there tomorrow ✌️",13,tsla looking like no today feel good about getting there tomorrow,11
100102,09/01/2020,FB,$FB VERY NICE GAINS TODAY.... thank you  Gotta run.... can’t be greedy right? GLTA!!!!! Hope you guys get to 220+👍👍👍,21,fb very nice gains today thank you gotta run cant be greedy right glta hope you guys get to,19
100103,09/01/2020,AAPL,$AAPL Apple is going to keep on Running! Undervalued 🚀🚀🚀,10,aapl apple is going to keep on running undervalued,9
100104,09/01/2020,FB,$FB looks likes she’s going to run tomorrow she’s lagged and broke out yesterday 👍🏻👍🏻,15,fb looks likes shes going to run tomorrow shes lagged and broke out yesterday,14
100105,09/01/2020,TSLA,$TSLA Funny How Bulls were thinking 500+ then they got a reality check today 😂,15,tsla funny how bulls were thinking then they got a reality check today,13
100106,10/01/2020,BA,$BA BOEING is a bear proof stock. 😂,8,ba boeing is a bear proof stock,7
100107,10/01/2020,TSLA,$TSLA The steepening of this move has me licking my chops for some bull 🥩,15,tsla the steepening of this move has me licking my chops for some bull,14
100108,10/01/2020,BA,$BA new CEO already cleaning out the dirty laundry—👍🏻 $340,10,ba new ceo already cleaning out the dirty laundry,9
100109,10/01/2020,NVDA,$NVDA i love when I’m right 🙏🏼 💰💰💰💰💰💰💰💰,8,nvda i love when im right,6
100110,10/01/2020,TSLA,$TSLA reminds me of yesterday’s PM. Just sayin’ 🤷‍♂️,9,tsla reminds me of yesterdays pm just sayin,8
100111,10/01/2020,TSLA,$TSLA 5 yr Chart! When a stock doubles in less than 2 months it's a good idea to ring the register or get slammed. 💡,25,tsla yr chart when a stock doubles in less than months its a good idea to ring the register or get slammed,22
100112,10/01/2020,AAPL,$AAPL thanks bears! ATH. 50% profit on calls overnight 👍🏻👍🏻,10,aapl thanks bears ath profit on calls overnight,8
100113,10/01/2020,BA,$BA that email leaked was a huge nothing burger 🤣🤣,10,ba that email leaked was a huge nothing burger,9
100114,10/01/2020,TSLA,$TSLA good morning longs. How are those purchases near 500 looking now? BAHAHA 😅🤣🤣😅🤣🤣😅😅🤣🤣,14,tsla good morning longs how are those purchases near looking now bahaha,12
100115,10/01/2020,BA,$BA about to explode 🚨,5,ba about to explode,4
100116,10/01/2020,TSLA,"$TSLA i think in honor of elon... all the bears need to throw out the memes, and we all post our own snaps wearing short shorts 🤪🤡🐻♥️.  on next drop",31,tsla i think in honor of elon all the bears need to throw out the memes and we all post our own snaps wearing short shorts on next drop,29
100117,10/01/2020,TSLA,$TSLA is very overvalued. Drops like a rock soon 🤷‍♂️,10,tsla is very overvalued drops like a rock soon,9
100118,10/01/2020,NFLX,$NFLX Morningstar’s fair value estimate is $135 😳,8,nflx morningstars fair value estimate is,6
100119,10/01/2020,TSLA,$TSLA TSLA Puts and AAPL Calls💵👍🏼,6,tsla tsla puts and aapl calls,6
100120,10/01/2020,BA,$BA is there any clown 🤡 than this man,9,ba is there any clown than this man,8
100121,10/01/2020,AAPL,$AAPL all those called getting burnt 🥵,7,aapl all those called getting burnt,6
100122,10/01/2020,TSLA,$TSLA making money 💰 love to short this pig 🐷,10,tsla making money love to short this pig,8
100123,10/01/2020,TSLA,If your stock needs the CEO to tap dance (instead of actually making a profit) maybe you joined a cult. 🤷‍♂️ $TSLA,22,if your stock needs the ceo to tap dance instead of actually making a profit maybe you joined a cult tsla,21
100124,10/01/2020,TSLA,$TSLA ouch 🤕 honestly it will bounce back next week hope I can take a position,16,tsla ouch honestly it will bounce back next week hope i can take a position,15
100125,10/01/2020,TSLA,$TSLA Ruh Roh bulls...this is not looking good 😱,9,tsla ruh roh bullsthis is not looking good,8
100126,10/01/2020,TSLA,$TSLA Suddenly bulls are not so sure anymore🤔... say hello to $450 sooner than you think,16,tsla suddenly bulls are not so sure anymore say hello to sooner than you think,15
100127,10/01/2020,DIS,"$DIS So many perma-bulls 🤦‍♂️... wake up, this isn’t moving until earnings.",12,dis so many permabulls wake up this isnt moving until earnings,11
100128,10/01/2020,AAPL,"$AAPL i missed something.. Was whole day off, i couldn't buy anything. But i see bulls are fine! 330+ after earnings! Go short/longterms!  Have a great weekend💵💯🎊",28,aapl i missed something was whole day off i couldnt buy anything but i see bulls are fine after earnings go shortlongterms have a great weekend,26
100129,11/01/2020,BA,$BA 😂 you pumpers are hilarious! « Going to 400$..... » like the Max problems never happened 😂,18,ba you pumpers are hilarious going to like the max problems never happened,13
100130,11/01/2020,AAPL,$AAPL pre-game: Apple AirPods and Apple Beats everywhere on these players. 🏈 💰,13,aapl pregame apple airpods and apple beats everywhere on these players,11
100131,12/01/2020,AAPL,$AAPL waiting for a new dip tu buy 💪🏻,9,aapl waiting for a new dip tu buy,8
100132,13/01/2020,AAPL,$AAPL has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11🚀❤️ $320 today or tomorrow .,25,aapl has been undervalued for a long time and they are blowing out all the numbers with the iphone today or tomorrow,22
100133,13/01/2020,AAPL,$AAPL no need to panic we know where we’re going!😎🥳,10,aapl no need to panic we know where were going,10
100134,13/01/2020,TSLA,$TSLA too good to be true but $600 After ER💪💪💪💪🚀🚀🚀,10,tsla too good to be true but after er,9
100135,13/01/2020,AAPL,$AAPL Still way undervalued. Looking forward to the next ER! 🤙,11,aapl still way undervalued looking forward to the next er,10
100136,13/01/2020,TSLA,$TSLA i try hard not to laugh at you 🐻,10,tsla i try hard not to laugh at you,9
100137,13/01/2020,TSLA,$TSLA to the fooooookin moon 🚀🚀🚀 i ALMOST feel bad for the bears 😂😂😂,14,tsla to the fooooookin moon i almost feel bad for the bears,12
100138,13/01/2020,TSLA,$TSLA bringing my profile back to life thank you Elon 🧖🏽‍♂️,11,tsla bringing my profile back to life thank you elon,10
100139,13/01/2020,TSLA,$TSLA so which analyst is gonna come out next and upgrade to a buy 😂 imagine a 80% buy rating after earnings 🤯,23,tsla so which analyst is gonna come out next and upgrade to a buy imagine a buy rating after earnings,20
100140,13/01/2020,TSLA,$TSLA Big tip in last month!👇👇👇✅,6,tsla big tip in last month,6
100141,13/01/2020,BAC,C'mon $BAC my bird needs to eat. I'm running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money! 💸💸💸,29,cmon bac my bird needs to eat im running low on laundry detergent and tired of eating canned tuna for the th week straight give me my money,28
100142,13/01/2020,TSLA,"$TSLA  just to be fair, this was one of the MANY warnings I gave the bears in the low $200 / high $100 range. 😌",26,tsla just to be fair this was one of the many warnings i gave the bears in the low high range,21
100143,13/01/2020,BABA,$BABA excited for HK open today hehehe. Congrats again to all us bulls here 👍 May we continue to be prosperous,21,baba excited for hk open today hehehe congrats again to all us bulls here may we continue to be prosperous,20
100144,13/01/2020,TSLA,$TSLA And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day. 🤠,24,tsla and to say i was underwater on friday is an understatement did not know these would be worth k in a day,23
100145,14/01/2020,BABA,$BABA bought at $80.   Sell time or run?💸🤑🚀,10,baba bought at sell time or run,7
100146,14/01/2020,TSLA,$TSLA Ridiculous. 600 by Friday at this rate 😭,9,tsla ridiculous by friday at this rate,7
100147,14/01/2020,AAPL,$AAPL wow!! unbelievable this thing is trying to reach the stars lol 😆,13,aapl wow unbelievable this thing is trying to reach the stars lol,12
100148,14/01/2020,BABA,$BABA could be some short term hooplah here at the 230's? Anyone's guess!! 😂 Would be nice though to get a wittle dip  🤷,25,baba could be some short term hooplah here at the s anyones guess would be nice though to get a wittle dip,22
100149,14/01/2020,TSLA,$TSLA Rising strong on China News! Nice!!,8,tsla rising strong on china news nice,7
100150,14/01/2020,BA,"$BA designed by 🤡 supervised by 🐒’s... I’m a Boeing fan, but this needs a flush to 260 before it can heal.",22,ba designed by supervised by s im a boeing fan but this needs a flush to before it can heal,20
100151,14/01/2020,TSLA,$TSLA looking at my inflated account like the wheels on a  Tesla mobile...🤗,14,tsla looking at my inflated account like the wheels on a tesla mobile,13
100152,14/01/2020,AMZN,"$AMZN dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....let’s hope today is the 4th 🤞🏻📈",19,amzn dec th st and jan th were all gap up dayslast tuesdayslets hope today is the th,18
100153,14/01/2020,TSLA,$TSLA That's right Cramer keep pumping I love it🥰🥰🥰🥰🥰,9,tsla thats right cramer keep pumping i love it,9
100154,14/01/2020,AAPL,$AAPL,2,aapl,1
100155,14/01/2020,TSLA,$TSLA $612 target now let gap and go baby 🚀🚀🚀,10,tsla target now let gap and go baby,8
100156,14/01/2020,TSLA,$TSLA there you had your dip... cover 😂😂😂,8,tsla there you had your dip cover,7
100157,14/01/2020,DIS,$DIS Hey u know what I just bought Puts to see if I might make up my call losses 😂,20,dis hey u know what i just bought puts to see if i might make up my call losses,19
100158,14/01/2020,BA,"$BA told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning 🤣🤣🤣",27,ba told myself to stay away but that dip in the morning was way too tempting thanks to whoever bought puts at the bottom this morning,26
100159,14/01/2020,BA,$BA still negative in this position but holding on tight and patiently waiting for its time in the 500s!!😀,19,ba still negative in this position but holding on tight and patiently waiting for its time in the s,19
100160,14/01/2020,TSLA,$TSLA Short or long here.... that is the question. 🤔🧐,10,tsla short or long here that is the question,9
100161,14/01/2020,UNH,$UNH this is actually gonna go in to red before earnings 😂😂,12,unh this is actually gonna go in to red before earnings,11
100162,14/01/2020,XOM,$XOM Just keep adding under $70! 💰,7,xom just keep adding under,5
100163,14/01/2020,TSLA,$TSLA shorts selling to shorts....like a hot potato 😄,9,tsla shorts selling to shortslike a hot potato,8
100164,14/01/2020,TSLA,$TSLA wants to dance . Up and down ..... either into close we will see $550 or tommorow morning 🚀,20,tsla wants to dance up and down either into close we will see or tommorow morning,16
100165,14/01/2020,DIS,$DIS the film 🎞 1917 made more than Star Wars this past weekend. Star Wars and Frozen 2 not even nominated for the Oscars,24,dis the film made more than star wars this past weekend star wars and frozen not even nominated for the oscars,21
100166,14/01/2020,TSM,"$TSM is a winner. Every 5G phone will have a more advanced semi conductor then what’s in phones now. 5G is going to huge over 4G. TSM is going to be selling to everybody, phones, gamers, cars, medical and on an on. I think we enjoy the ride ✈️✈️✈️",49,tsm is a winner every g phone will have a more advanced semi conductor then whats in phones now g is going to huge over g tsm is going to be selling to everybody phones gamers cars medical and on an on i think we enjoy the ride,48
100167,14/01/2020,TSLA,"$TSLA locked in with small position 1/24 weekly calls I caught after the dip this am. Y’all know what that ah and pm action looks like 🎇, but trade with some dd imo",33,tsla locked in with small position weekly calls i caught after the dip this am yall know what that ah and pm action looks like but trade with some dd imo,31
100168,14/01/2020,AAPL,$AAPL lmao there it is!! Bye bye AAPL!! 😂🐻,9,aapl lmao there it is bye bye aapl,8
100169,15/01/2020,AAPL,"$AAPL is amazing, the best! But these evaluations folks..... 👎👎👎",10,aapl is amazing the best but these evaluations folks,9
100170,15/01/2020,AAPL,$AAPL 🐻 Guess that FED pumping is over for them now.,11,aapl guess that fed pumping is over for them now,10
100171,15/01/2020,AAPL,$AAPL no one buying this bs but the fed and Apple. So hope you bulls get some buy backs soon!! 🤣😂🤣😆🙄,21,aapl no one buying this bs but the fed and apple so hope you bulls get some buy backs soon,20
